143	274.2857135	0.07473008	-0.997203798						
144	279.9999992	0.173648164	-0.984807755		max	158	359.999999	1	0.984807752
144	279.9999992	0.173648164	-0.984807755		min	95	0	-0.998756922	-0.999689182
144	279.9999992	0.173648164	-0.984807755		avg	128.2053176	189.7446713	0.207593249	-0.060681825
144	279.9999992	0.173648164	-0.984807755						
144	279.9999992	0.173648164	-0.984807755		range	63			
143	274.2857135	0.07473008	-0.997203798						
144	279.9999992	0.173648164	-0.984807755						
143	274.2857135	0.07473008	-0.997203798						
144	279.9999992	0.173648164	-0.984807755						
144	279.9999992	0.173648164	-0.984807755						
144	279.9999992	0.173648164	-0.984807755						
145	285.7142849	0.270840455	-0.962624251						
145	285.7142849	0.270840455	-0.962624251						
146	291.4285706	0.365341011	-0.930873754						
146	291.4285706	0.365341011	-0.930873754						
147	297.1428563	0.456210645	-0.889871815						
146	291.4285706	0.365341011	-0.930873754						
147	297.1428563	0.456210645	-0.889871815						
149	308.5714277	0.62348979	-0.781831492						
149	308.5714277	0.62348979	-0.781831492						
149	308.5714277	0.62348979	-0.781831492						
149	308.5714277	0.62348979	-0.781831492						
149	308.5714277	0.62348979	-0.781831492						
150	314.2857134	0.698236807	-0.71586686						
150	314.2857134	0.698236807	-0.71586686						
150	314.2857134	0.698236807	-0.71586686						
150	314.2857134	0.698236807	-0.71586686						
150	314.2857134	0.698236807	-0.71586686						
151	319.9999991	0.766044433	-0.642787622						
151	319.9999991	0.766044433	-0.642787622						
150	314.2857134	0.698236807	-0.71586686						
156	348.5714276	0.980172485	-0.19814616						
151	319.9999991	0.766044433	-0.642787622						
156	348.5714276	0.980172485	-0.19814616						
151	319.9999991	0.766044433	-0.642787622						
151	319.9999991	0.766044433	-0.642787622						
151	319.9999991	0.766044433	-0.642787622						
156	348.5714276	0.980172485	-0.19814616						
151	319.9999991	0.766044433	-0.642787622						
156	348.5714276	0.980172485	-0.19814616						
156	348.5714276	0.980172485	-0.19814616						
156	348.5714276	0.980172485	-0.19814616						
156	348.5714276	0.980172485	-0.19814616						
156	348.5714276	0.980172485	-0.19814616						
156	348.5714276	0.980172485	-0.19814616						
156	348.5714276	0.980172485	-0.19814616						
156	348.5714276	0.980172485	-0.19814616						
156	348.5714276	0.980172485	-0.19814616						
156	348.5714276	0.980172485	-0.19814616						
156	348.5714276	0.980172485	-0.19814616						
156	348.5714276	0.980172485	-0.19814616						
156	348.5714276	0.980172485	-0.19814616						
156	348.5714276	0.980172485	-0.19814616						
157	354.2857133	0.995030774	-0.099567864						
156	348.5714276	0.980172485	-0.19814616						
157	354.2857133	0.995030774	-0.099567864						
157	354.2857133	0.995030774	-0.099567864						
157	354.2857133	0.995030774	-0.099567864						
151	319.9999991	0.766044433	-0.642787622						
156	348.5714276	0.980172485	-0.19814616						
156	348.5714276	0.980172485	-0.19814616						
156	348.5714276	0.980172485	-0.19814616						
156	348.5714276	0.980172485	-0.19814616						
157	354.2857133	0.995030774	-0.099567864						
151	319.9999991	0.766044433	-0.642787622						
151	319.9999991	0.766044433	-0.642787622						
158	359.999999	1	-1.74533E-08						
151	319.9999991	0.766044433	-0.642787622						
156	348.5714276	0.980172485	-0.19814616						
151	319.9999991	0.766044433	-0.642787622						
151	319.9999991	0.766044433	-0.642787622						
150	314.2857134	0.698236807	-0.71586686						
150	314.2857134	0.698236807	-0.71586686						
150	314.2857134	0.698236807	-0.71586686						
150	314.2857134	0.698236807	-0.71586686						
150	314.2857134	0.698236807	-0.71586686						
149	308.5714277	0.62348979	-0.781831492						
148	302.857142	0.542546252	-0.840025931						
148	302.857142	0.542546252	-0.840025931						
148	302.857142	0.542546252	-0.840025931						
148	302.857142	0.542546252	-0.840025931						
146	291.4285706	0.365341011	-0.930873754						
147	297.1428563	0.456210645	-0.889871815						
147	297.1428563	0.456210645	-0.889871815						
147	297.1428563	0.456210645	-0.889871815						
147	297.1428563	0.456210645	-0.889871815						
147	297.1428563	0.456210645	-0.889871815						
147	297.1428563	0.456210645	-0.889871815						
146	291.4285706	0.365341011	-0.930873754						
147	297.1428563	0.456210645	-0.889871815						
146	291.4285706	0.365341011	-0.930873754						
147	297.1428563	0.456210645	-0.889871815						
145	285.7142849	0.270840455	-0.962624251						
146	291.4285706	0.365341011	-0.930873754						
145	285.7142849	0.270840455	-0.962624251						
143	274.2857135	0.07473008	-0.997203798						
144	279.9999992	0.173648164	-0.984807755						
145	285.7142849	0.270840455	-0.962624251						
144	279.9999992	0.173648164	-0.984807755						
145	285.7142849	0.270840455	-0.962624251						
143	274.2857135	0.07473008	-0.997203798						
142	268.5714278	-0.024930705	-0.999689182						
142	268.5714278	-0.024930705	-0.999689182						
142	268.5714278	-0.024930705	-0.999689182						
142	268.5714278	-0.024930705	-0.999689182						
142	268.5714278	-0.024930705	-0.999689182						
136	234.2857136	-0.583743681	-0.811937999						
135	228.5714279	-0.661685846	-0.749781196						
134	222.8571422	-0.733051879	-0.68017273						
134	222.8571422	-0.733051879	-0.68017273						
134	222.8571422	-0.733051879	-0.68017273						
136	234.2857136	-0.583743681	-0.811937999						
134	222.8571422	-0.733051879	-0.68017273						
133	217.1428565	-0.797132514	-0.603804402						
134	222.8571422	-0.733051879	-0.68017273						
132	211.4285708	-0.853290887	-0.521435195						
133	217.1428565	-0.797132514	-0.603804402						
134	222.8571422	-0.733051879	-0.68017273						
